surrogate_key,Longitude,Latitude,Station_Name,Climate_ID,Date_Time,Max_Temp,Min_Temp,Mean_Temp,Total_Rain_mm,Total_Snow_cm,Total_Precip_mm,Weather_Key
715,-79.69,43.51,Oakville,6155750,2020-12-15,-0.5,-4.0,-2.3,0.0,0.0,0.0,615575020201215
716,-79.69,43.51,Oakville,6155750,2020-12-16,-2.0,-7.0,-4.5,0.0,2.0,1.0,615575020201216
717,-79.69,43.51,Oakville,6155750,2020-12-17,-3.5,-7.5,-5.5,0.0,0.0,0.0,615575020201217
718,-79.69,43.51,Oakville,6155750,2020-12-18,2.0,-8.0,-3.0,0.0,0.0,0.0,615575020201218
719,-79.69,43.51,Oakville,6155750,2020-12-19,3.5,-5.0,-0.8,3.8,0.0,3.8,615575020201219
720,-79.69,43.51,Oakville,6155750,2020-12-20,5.0,1.0,3.0,0.0,0.0,0.0,615575020201220
721,-79.69,43.51,Oakville,6155750,2020-12-21,5.0,-2.0,1.5,0.6,0.0,0.6,615575020201221
722,-79.69,43.51,Oakville,6155750,2020-12-22,2.5,-1.0,0.8,0.0,0.0,0.0,615575020201222
723,-79.69,43.51,Oakville,6155750,2020-12-23,10.0,0.0,5.0,4.2,0.0,4.2,615575020201223
724,-79.69,43.51,Oakville,6155750,2020-12-24,10.5,1.0,5.8,0.0,8.6,8.6,615575020201224
725,-79.69,43.51,Oakville,6155750,2020-12-25,0.0,-2.5,-1.3,0.0,2.4,2.2,615575020201225
726,-79.69,43.51,Oakville,6155750,2020-12-26,-1.5,-6.0,-3.8,0.0,0.0,0.0,615575020201226
727,-79.69,43.51,Oakville,6155750,2020-12-27,5.0,-5.0,0.0,7.0,0.0,7.0,615575020201227
728,-79.69,43.51,Oakville,6155750,2020-12-28,3.0,-2.0,0.5,0.0,0.0,0.0,615575020201228
729,-79.69,43.51,Oakville,6155750,2020-12-29,1.0,-5.0,-2.0,0.0,3.0,3.0,615575020201229
730,-79.69,43.51,Oakville,6155750,2020-12-30,5.5,-5.5,0.0,8.0,0.0,8.0,615575020201230
731,-79.69,43.51,Oakville,6155750,2020-12-31,2.0,-1.5,0.3,0.0,0.0,0.0,615575020201231
